cadence,eyeMoveRout,focus,blink,sleepy
0,2.181818,1,21.81818,2
0,3.67347,1,33.06122,2
0,12.22222,1,31.11111,2
0,2.44898,1,18.36735,2
0,1.176471,2,32.94118,2
0,1.333333,1,24,2
0,4.705883,2,34.11765,3
0,7.826087,1,45.65217,3
0,3.157895,2,38.94737,3
0,6.206897,1,19.65517,3
0,4.137931,2,30,3
0,5.357143,2,13.92857,3
0,3.913043,1,36.52174,3
0,4.705883,2,38.82353,3
0,5.660378,2,36.22642,3
0,13.17073,1,23.41463,3
0,1.304348,1,36.52174,2
0,0,2,28.92857,1
0,1.034483,1,23.7931,2
0,1.764706,1,24.70588,2
0,13.33333,0,20,0
0,0,1,46.04651,2
0,5,1,23.75,2
0,2.608696,1,28.69565,2
0,0,2,27.05882,2
0,7.2,2,20.4,2
0,0,2,31.15385,2
0,0,2,19.65517,2
0,2.44898,1,20.81633,2
0,2.105263,2,23.15789,2
0,1.153846,2,28.84615,2
0,1.153846,2,40.38462,3
0,1.034483,1,21.72414,2
0,1.153846,1,15,2
0,7.894737,1,28.42105,2
0,4.8,2,24,2
0,5.106383,1,22.97872,2
0,4.615385,2,41.53846,2
0,4.285715,2,33.21428,3
0,3.461539,2,35.76923,3
0,5.357143,2,24.64286,2
0,1.621622,2,43.78378,3
0,15.78947,0,30,0
0,3.243243,0,38.91892,0
0,5.357143,2,40.71428,3
0,3.103448,2,17.58621,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,8.571429,2,6.122449,0
0,7.058824,2,8.235294,0
0,7.058824,1,18.82353,0
0,7.058824,2,22.35294,1
0,18,1,37.5,2
0,6,2,34.8,2
0,17.5,1,25,3
0,4.444445,2,27.77778,3
121,25.71429,0,25.71429,0
119,28.63636,0,58.63636,0
114,20.86957,0,45.65217,0
116,31.5,0,54,0
114,23.72093,0,48.83721,0
114,19.65517,0,51.72414,0
112,40.43478,0,36.52174,0
113,19.45946,0,66.48649,0
112,25,0,51.66667,0
106,23.72093,0,47.44186,0
102,23.07692,0,35.76923,0
0,4,0,30,0
0,8.372093,1,33.48837,3
93,11.6129,0,27.09677,0
0,2.5,1,16.25,3
111,13.33333,0,33.33334,0
108,15.48387,0,32.90322,0
115,37.89474,0,39.47368,0
114,19.56522,0,53.47826,0
115,36.31579,0,44.21053,0
114,22.17391,0,43.04348,0
110,28.8,0,36,0
108,5.882353,0,36.47059,0
0,9.545454,1,28.63636,2
0,0,1,24.70588,2
0,2.307692,2,30,2
0,8.75,1,25,2
0,5.714286,1,32.85714,2
0,7.142857,1,30,2
0,5.555555,2,33.33334,2
0,6.122449,1,24.4898,1
0,1.176471,2,34.11765,2
117,10.2439,0,40.97561,0
115,22.17391,0,54.78261,0
113,27.85714,0,51.42857,0
111,17.5,0,55,0
110,17.77778,0,62.22222,0
108,18.75,0,30,0
103,39.47368,0,37.89474,0
0,9.767442,1,27.90698,2
0,6.31579,1,12.63158,2
0,0,2,16.98113,2
0,0,1,15.55556,2
0,1,1,13,2
0,0,1,9.818181,1
0,0,1,17,1
0,0,2,18.21429,1
0,0,1,20.35714,1
0,0,1,14,1
0,0,1,16,1
0,0,1,11.18644,1
0,0,3,7,1
0,0,2,5,1
0,0,2,2,1
0,5,2,5,1
0,1,2,7,1
0,5,2,3,1
0,1.052632,2,7.368421,1
0,0,1,18,1
0,2.068965,1,17.58621,1
0,0,1,21,1
0,0,1,22,1
0,0,1,23,1
0,0,1,23,1
0,0,2,18.62069,1
0,3,2,0,1
0,1,2,1,1
0,1,2,1,3
0,2.5,1,18.75,3
0,5.882353,2,18.82353,3
0,0,1,15,3
0,0,1,9,1
0,0,1,18,1
0,0,1,10.18868,1
0,2.727273,2,10.90909,1
98,5,0,15,0
112,51.42857,0,8.571429,0
103,25,0,20,0
113,25.71429,0,34.28572,0
0,14.04255,1,12.76596,1
0,1.153846,2,2.307692,1
114,20,0,42,0
122,32.90322,0,40.64516,0
114,17.83784,0,43.78378,0
103,26.08696,0,22.17391,0
117,18.82353,0,41.17647,0
122,6,0,37.2,0
0,10,0,30,0
0,13.33333,0,25,0
0,12.63158,0,28.42105,0
120,26.34146,0,33.65854,0
120,10,0,50,0
123,17.83784,0,22.7027,0
105,12,0,42,0
0,3.636364,0,30.90909,0
0,3.076923,0,20,0
107,5.660378,0,29.43396,0
0,1.25,1,26.25,1
0,5.853658,1,20.4878,2
0,9.599999,1,28.8,1
0,8.333334,0,13.33333,0
0,0,0,11.53846,0
0,8,0,26,0
0,6.666667,2,7.777778,1
110,7.5,0,19.5,0
110,21.95122,0,54.14634,0
117,16.55172,0,35.17242,0
100,13.04348,0,27.3913,0
116,7.924529,0,27.16981,0
0,0,2,6,1
0,1.111111,2,14.44444,1
0,3.333333,2,2.222222,1
0,3.428571,2,10.28571,1
0,4.615385,2,15,1
0,0,2,13.68421,1
0,2.857143,1,17.14286,1
124,10,0,17.5,0
0,3.6,1,34.8,1
0,11.6129,1,11.6129,2
0,3.428571,0,13.71429,0
122,9.230769,0,44.61539,0
110,1.153846,0,16.15385,0
116,13.84615,0,60,0
115,10.90909,0,50.90909,0
115,15.31915,0,48.51064,0
105,21.6,0,38.4,0
119,12,0,40,0
0,2.264151,2,30.56604,2
120,14,0,32,0
115,14.34783,0,54.78261,0
114,24,0,42,0
117,16.74419,0,43.25581,0
118,13.33333,0,37.77778,0
0,1.621622,0,12.97297,0
0,1.016949,3,10.16949,2
0,2.142857,2,23.57143,2
0,3.829787,1,17.87234,2
0,0,2,17.14286,2
0,0,1,22.37288,1
0,5.263158,1,21.05263,1
0,0,2,33.10345,1
0,4.390244,1,32.19512,2
0,0,2,12.94118,1
0,3.529412,2,18.82353,1
0,3.6,2,14.4,1
0,0,1,19.65517,1
0,1.052632,2,17.89474,1
0,0,2,24.40678,1
0,2.608696,1,24.78261,1
0,3.6,2,14.4,1
0,1.276596,2,6.382979,1
0,0,1,21,1
0,2.352941,2,27.05882,1
0,1.2,2,38.4,1
0,1,1,16,1
0,0,2,21.81818,1
0,0,2,18.94737,2
0,3.67347,2,11.02041,3
0,1.153846,2,5.769231,1
0,4.285715,2,4.285715,1
0,0,1,12,1
0,6.545455,3,12,1
0,0,2,16.55172,3
0,3.050847,2,6.101695,1
0,14.66667,1,26.66667,1
0,8.571429,1,37.71429,1
0,6.923077,2,27.69231,2
0,6.666667,2,8.888889,2
0,1.463415,1,17.56097,2
0,15.42857,1,13.71429,2
0,5.142857,0,36,0
103,6.666667,0,37.77778,0
106,16.74419,0,46.04651,0
108,16.74419,0,57.2093,0
114,10.66667,0,57.33333,0
119,19.28571,0,40.71428,0
0,9.411765,1,20,1
0,5.454545,2,27.27273,1
0,8.571429,1,24.4898,2
0,0,1,27.42857,2
0,1.5,1,24,2
0,8.93617,1,19.14894,2
0,3.529412,2,27.05882,2
0,5.454545,2,36,1
0,2.181818,2,33.81818,3
108,6.382979,0,26.80851,0
0,21.42857,1,25.71429,2
0,23.33333,2,33.33334,3
0,14.4,2,68.4,2
0,30,2,48.75,2
0,30,1,61.5,2
0,27.77778,2,74.44444,2
0,21.81818,1,47.72727,2
110,11.70732,0,33.65854,0
0,5.853658,1,45.36585,2
109,5,0,30,0
112,0,0,0,0
115,0,0,0,0
109,60,0,30,0
113,0,0,0,0
117,12,0,18,0
0,0,3,8.235294,2
0,1.034483,2,1.034483,3
0,4.285715,3,5.357143,2
0,15.88235,3,24.70588,3
0,27.5,0,20,0
104,7.272727,0,34.54545,0
108,15.78947,0,25.26316,0
0,13.95349,1,27.90698,3
0,8.275862,2,20.68966,3
0,15.88235,2,33.52941,3
0,9,1,28.5,2
0,3.67347,1,18.36735,2
0,4.897959,1,20.81633,2
0,13.84615,1,16.92308,2
0,14.63415,1,23.41463,2
0,4.8,1,26.4,1
111,17.56097,0,42.43902,0
0,9.818181,2,20.72727,2
0,5,2,5,2
0,8.571429,2,9.795918,2
111,27,0,27,0
114,25.45455,0,54.54546,0
115,24,0,56,0
111,60,0,30,0
116,36.36364,0,70.90909,0
122,26.15385,0,55.38462,0
117,25.45455,0,65.45454,0
113,6.206897,0,84.82758,0
115,21.42857,0,55.71428,0
113,15.84906,0,60,0
110,13.75,0,76.25,0
113,6.666667,0,71.11111,0
115,24.78261,0,63.91304,0
114,15.42857,0,58.28571,0
115,15.78947,0,48.94737,0
111,21.53846,0,38.46154,0
112,12,0,73.5,0
112,12.85714,0,64.28571,0
117,14.28571,0,61.42857,0
111,12.5,0,57.5,0
111,7.2,0,55.2,0
109,7.058824,0,41.17647,0
111,21.08108,0,48.64865,0
122,6.486486,0,63.24324,0
115,23.41463,0,61.46341,0
115,26.25,0,67.5,0
92,19.45946,0,38.91892,0
0,27,0,36,0
0,2.5,1,28.75,2
0,16.92308,1,24.61539,1
0,12.63158,0,11.05263,0
0,18.46154,0,27.69231,0
0,0,0,0,0
0,3.396226,2,9.056604,2
0,5,2,14,2
0,1,1,13,3
0,4.444445,2,12.22222,3
0,9.130434,1,20.86957,1
0,2,2,15,1
0,2.068965,2,20.68966,1
0,7.5,2,7.5,2
0,2.142857,1,17.14286,2
0,2.068965,2,14.48276,2
0,4.285715,2,13.92857,1
0,3.214286,1,10.71429,1
0,5.357143,2,26.78571,1
0,0,2,2.142857,1
0,0,3,8.421053,1
0,4.705883,2,1.176471,3
0,0,2,0,3
0,0,0,0,0
0,1.111111,3,8.888889,3
0,3.103448,2,5.172414,3
0,0,2,0,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,2,3
0,3.103448,2,1.034483,3
0,1.034483,2,0,2
0,1.071429,2,1.071429,2
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,3,1
0,0,2,0,1
0,0,2,1.016949,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,2,3,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1,1
0,0,2,0,1
0,0,2,1,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1,1
0,0,2,1,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,2,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1,0
0,0,2,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1.016949,0,0,0
0,5.454545,0,21.81818,0
128,15,0,19.28571,0
162,0,0,32.72727,0
174,1.276596,0,43.40425,0
164,18.94737,0,44.21053,0
118,19.35484,0,34.83871,0
126,11.16279,0,48.83721,0
168,7.659575,0,34.46809,0
186,6.382979,0,48.51064,0
130,22.5,0,48,0
128,28,0,54,0
171,28.42105,0,82.10526,0
121,11.25,0,28.75,0
0,0,2,16.8,0
0,1.034483,1,13.44828,1
0,0,2,18,1
0,0,1,16.66667,1
0,0,2,24,1
186,4.864865,0,24.32432,0
0,2.608696,2,2.608696,1
0,0,2,2,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,2,3,1
0,5.853658,2,7.317073,1
0,10.43478,1,18.26087,1
0,6.101695,1,23.38983,1
115,27.14286,0,40,0
125,10.58824,0,56.47059,0
134,14.18182,0,51.27273,0
131,3.6,0,57.6,0
137,12.45283,0,56.60377,0
128,25.33333,0,36,0
115,19.59184,0,30.61224,0
0,12,1,40.5,2
0,8.4,2,31.2,2
0,11.53846,2,23.07692,3
112,10.58824,0,42.35294,0
117,5.454545,0,34.09091,0
94,7.346939,0,33.06122,0
0,5.217391,1,31.30435,3
0,1.395349,1,32.09303,3
0,0,1,21.42857,2
0,7.2,2,24,2
0,2.790698,1,30.69767,2
0,2.926829,1,32.19512,2
0,2.857143,1,31.42857,2
0,5.106383,1,22.97872,1
0,3.333333,1,25,1
0,7.5,0,35.625,0
0,4.864865,0,24.32432,0
0,15,0,23.57143,0
0,4.090909,1,31.36364,0
0,8,1,36,0
0,5.853658,1,27.80488,0
0,6.792453,1,32.83019,2
0,6.666667,2,28.88889,2
0,6.486486,2,37.29729,1
0,6.666667,1,34.66667,0
0,2.608696,1,36.52174,0
0,8.571429,1,27.85714,0
0,10,0,35,0
0,7.777778,2,30,2
0,9.677419,2,27.09677,2
0,6.382979,1,29.3617,2
0,3.913043,1,37.82609,2
0,13.54839,1,25.16129,2
0,2.727273,1,21.81818,2
0,19.35484,1,17.41935,2
0,9.473684,0,31.57895,0
0,6.545455,2,32.72727,1
0,6.666667,2,26.66667,2
0,6,1,37.5,2
117,18.26087,0,44.34783,0
110,12.85714,0,38.57143,0
