cadence,eyeMoveRout,focus,blink,sleepy
0,6,1,46,2
0,7.368421,1,40,2
0,3.050847,2,37.62712,2
0,0,2,32.72727,2
121,3.243243,0,34.05405,0
120,8.571429,0,25.71429,0
111,0,0,54.54546,0
111,0,0,37.5,0
113,0,0,0,0
116,0,0,45,0
119,5.454545,0,49.09091,0
0,5.333333,1,34.66667,2
0,2.307692,2,25.38461,2
116,6.486486,0,53.51352,0
119,4.897959,0,53.87755,0
120,9.375,0,43.125,0
113,7.924529,0,31.69811,0
0,4.444445,1,20,1
0,0,2,20,1
0,2.068965,1,22.75862,1
0,2.352941,1,20,1
0,0,1,17.89474,1
0,0,1,20.37736,1
0,0,1,9,1
113,0,0,26.53846,0
113,5.142857,0,42.85714,0
113,18.26087,0,43.04348,0
109,12,0,38.4,0
110,11.02041,0,45.30612,0
114,1.052632,0,22.10526,0
0,2.608696,1,14.34783,1
0,0,1,22.5,1
0,4.210526,2,11.57895,1
0,1.071429,2,0,1
0,2.352941,2,28.23529,1
0,4,2,4,1
0,0,2,0,1
0,2,2,6,3
0,1,2,1,1
0,2,3,11,1
0,2.142857,2,3.214286,1
0,1.034483,2,0,2
0,1,2,1,1
0,4,2,2,1
0,4.137931,3,9.310345,1
0,3.103448,2,3.103448,1
0,1,2,0,1
0,1,2,5,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,3.103448,2,2.068965,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1,1
0,1,2,2,3
0,0,2,1,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1,3
0,0,2,0,3
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1,3
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,8.571429,2,4.285715,1
0,2.222222,1,15.55556,1
0,2,2,7,1
0,0,2,3,1
0,0,2,0,1
0,0,2,5,1
0,0,2,2,1
0,1.052632,2,3.157895,1
0,0,2,0,1
0,0,2,1.034483,1
0,0,2,1,1
0,0,2,0,1
0,0,0,0,0
112,0,0,24.44444,0
111,2.142857,0,27.85714,0
111,2.181818,0,43.63636,0
117,6.666667,0,53.33333,0
122,6.818182,0,76.36363,0
122,11.73913,0,46.95652,0
119,15.71429,0,61.42857,0
113,0,2,56.60377,2
0,5.454545,1,36.81818,2
0,4.864865,1,30.81081,2
0,5.217391,1,43.04348,2
108,13.04348,0,44.34783,0
105,8.181818,0,42.27273,0
185,1.052632,0,49.47369,0
180,2.105263,0,55.78947,0
191,1.071429,0,42.85714,0
0,3.461539,2,33.46154,1
165,0,0,37.64706,0
161,2.181818,0,27.27273,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,3.050847,1
0,0,2,4,1
0,0,2,0,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,4,1
0,0,2,0,1
0,0,2,9,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1,1
0,0,2,0,3
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1.016949,2,1.016949,3
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,2,1,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1,0
0,0,2,0,1
0,0,2,1,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,3.272727,2,13.09091,1
0,8.275862,1,16.55172,1
122,6,0,20.4,0
112,6.666667,1,48,2
0,3.396226,2,53.20755,2
0,0,1,41.63266,2
0,1.176471,2,25.88235,2
0,3.829787,1,35.74468,3
0,13.125,1,35.625,3
0,1.25,1,25,3
0,3.157895,1,31.57895,3
0,33.33334,0,30,0
0,2.608696,0,23.47826,0
0,2.5,1,45,3
0,2.790698,1,39.06977,3
0,2.790698,1,29.30233,2
0,8.4,2,25.2,2
0,6.976744,1,32.09303,3
0,5.217391,1,20.86957,2
0,11.16279,1,33.48837,2
0,2.727273,1,31.36364,2
0,4.615385,1,20,2
0,0,1,25.71429,2
0,1.463415,1,23.41463,3
0,1.5,1,34.5,3
0,11.37931,2,25.86207,2
0,5.106383,1,14.04255,2
0,6.545455,2,6.545455,2
0,1,2,3,1
0,2.033898,2,10.16949,1
0,16.07143,2,4.285715,1
0,10,1,12.22222,1
0,5.217391,2,7.826087,1
0,1.714286,2,18.85714,1
0,0,2,15,1
0,1,2,11,3
0,9.056604,2,20.37736,1
0,11.37931,2,23.7931,1
0,8.421053,2,26.31579,2
0,4.444445,2,14.44444,2
0,4.897959,2,9.795918,3
0,2.033898,1,16.27119,1
0,2.033898,1,12.20339,3
0,2.105263,1,12.63158,1
0,0,2,6,2
0,13.75,1,26.25,2
0,10.90909,2,28.36364,3
0,20,1,14,2
0,6.25,2,6.25,3
0,6.122449,1,19.59184,3
0,1.111111,2,16.66667,1
0,10,2,12.22222,1
0,9.818181,1,13.09091,2
0,15.25424,2,7.118644,1
0,10.52632,2,6.31579,1
0,1.276596,1,19.14894,2
0,4.090909,1,9.545454,1
0,2.5,1,18.75,2
0,5.106383,1,12.76596,1
0,5,1,26.25,2
0,1.176471,2,20,1
0,3.461539,2,21.92308,3
0,0,2,19.61539,2
0,4.528302,1,15.84906,3
0,4.705883,1,11.76471,1
0,4.528302,1,29.43396,1
0,3.428571,1,20.57143,1
0,6.792453,1,13.58491,3
0,3.6,2,18,1
0,5.769231,1,15,1
0,0,1,17.72727,1
0,2.790698,1,29.30233,3
0,1.090909,2,13.09091,3
0,3.272727,1,12,1
0,3.214286,2,11.78571,1
0,0,2,2,1
0,2,2,4,1
0,0,2,2,1
0,0,2,0,1
0,0,2,5,3
0,0,2,0,3
0,2.222222,2,2.222222,1
0,0,2,2.105263,1
0,0,2,1,2
97,0,0,5.333333,0
104,0,0,24.70588,0
99,6.382979,0,24.25532,0
0,3,1,16.5,1
0,0,1,22,1
116,15,0,35.45454,0
108,6.857143,0,34.28572,0
118,4.897959,0,39.18367,0
0,1.090909,2,5.454545,1
113,4.363636,0,22.90909,0
119,12,0,50.18182,0
115,20.52632,0,41.05263,0
0,1.538462,0,7.692308,0
0,3.103448,3,7.241379,1
0,1.25,1,18.75,1
0,3.913043,1,15.65217,1
0,3.529412,2,20,1
0,2.926829,1,19.02439,1
0,1.333333,1,30.66667,2
0,6.521739,1,32.6087,2
0,9.767442,1,22.32558,3
0,2.5,1,30,3
0,3.396226,2,20.37736,2
0,1.176471,1,15.29412,3
119,32.72727,0,16.36364,0
120,32.72727,0,21.81818,0
113,25.45455,0,41.81818,0
0,4.137931,0,24.82759,0
0,3.529412,2,15.29412,3
0,10.43478,1,16.95652,3
0,18.11321,2,22.64151,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1,3
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
106,20,0,20,0
120,0,0,0,0
121,50.76923,0,4.615385,0
125,0,0,0,0
126,12.85714,0,12.85714,0
127,20,0,20,0
125,0,0,0,0
124,0,0,0,0
124,120,0,0,0
124,0,0,0,0
0,7.058824,0,12.35294,0
0,18.46154,0,9.230769,0
0,2.727273,1,19.09091,1
0,10.38462,2,17.30769,1
0,6.122449,1,19.59184,1
0,1.090909,3,14.18182,1
0,1.153846,2,1.153846,2
0,0,2,2.068965,2
0,0,2,3,1
0,0,2,3,1
0,1,2,2,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,2.033898,2,2.033898,1
0,0,2,0,1
0,0,0,0,0
0,4.8,2,2.4,1
0,8.571429,2,17.14286,1
0,10.71429,0,21.42857,0
0,13.04348,0,15.65217,0
0,3.157895,0,28.42105,0
0,8.181818,0,24.54545,0
0,25,0,31.66667,0
0,1.333333,1,12,1
0,8.275862,1,8.275862,1
0,19.09091,0,24.54545,0
0,6.31579,0,12.63158,0
0,3.333333,0,10,0
0,29.45455,2,21.81818,1
0,37.5,2,20,1
0,0,0,13.33333,0
0,16.66667,0,23.33333,0
0,13.17073,1,27.80488,1
0,5.106383,2,10.21277,1
0,1.052632,2,2.105263,3
0,7.5,2,5.625,3
0,0,0,20.52632,0
0,0,0,10.76923,0
0,0,0,12.97297,0
0,0,0,23.57143,0
0,0,0,22.94118,0
0,0,0,14.11765,0
0,4.186047,1,30.69767,3
0,0,3,11,2
0,1.052632,2,8.421053,1
0,0,2,2.222222,1
0,13.5,2,6,2
0,1.071429,1,22.5,2
0,13.09091,2,14.18182,1
0,5.217391,1,11.73913,1
0,4.186047,1,11.16279,1
0,8.076923,2,25.38461,1
0,5.882353,2,15.29412,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
116,7.118644,0,30.50848,0
0,2.352941,1,11.76471,2
100,12.5,0,20,0
0,8.888889,2,25.55556,1
0,5.263158,2,22.10526,1
116,6.923077,0,25.38461,0
0,4,1,42.66667,2
0,13.33333,1,14.44444,3
0,6.122449,2,4.897959,2
0,14.73684,2,15.78947,1
0,6.792453,2,21.50943,1
0,12.45283,2,6.792453,1
0,15.27273,2,17.45454,2
0,16,1,12,1
0,10.58824,2,21.17647,1
0,11.37931,1,11.37931,1
0,4.210526,1,11.57895,1
0,5.454545,3,12,1
0,3.272727,1,10.90909,1
116,3.529412,0,12.94118,0
116,7.659575,0,16.59575,0
0,1.071429,2,24.64286,1
0,1.052632,1,28.42105,1
0,3.272727,2,29.45455,2
0,4.186047,1,36.27907,2
0,1.363636,1,34.09091,3
0,5.333333,1,20,2
0,9.230769,2,36.92308,3
0,6,2,30,2
0,5.172414,1,21.72414,3
0,4,1,33.33334,2
0,0,1,16,2
0,0,1,21.05263,1
0,2.44898,1,28.16327,1
0,0,2,23.15789,1
0,0,2,21.92308,1
0,0,1,14,1
0,2.608696,1,16.95652,1
0,2.222222,1,10,1
0,3.157895,2,11.57895,2
0,2.033898,2,11.18644,1
0,0,1,18.21429,1
0,0,2,13,1
0,2.068965,1,16.55172,1
0,0,2,15.78947,1
0,2.5,1,18.75,1
0,5.769231,2,32.30769,1
0,0,1,18.30508,1
0,1,2,11,1
0,0,2,8,1
0,0,1,20.68966,1
0,0,2,14,2
0,2,2,5,1
0,3,3,7,1
0,0,2,5.084746,1
0,6.31579,3,6.31579,1
0,1.034483,1,11.37931,1
0,3.829787,1,14.04255,1
0,1.22449,1,17.14286,1
0,6.666667,2,26.66667,1
117,11.32076,0,27.16981,0
118,11.11111,0,28.88889,0
117,4.186047,0,44.65116,0
108,17.64706,0,17.64706,0
123,4.705883,0,38.82353,0
0,4.363636,2,28.36364,2
0,4.897959,1,39.18367,2
0,31.76471,2,21.17647,2
0,12.5,1,33.75,2
0,13.44828,2,26.89655,2
0,3.050847,1,13.22034,2
112,0,0,21.42857,0
0,1,2,3,3
0,0,2,14,2
0,4,2,3,1
0,1,2,4,1
0,8.571429,2,4.285715,1
0,3.050847,2,2.033898,1
0,1.034483,2,0,1
0,0,2,4.210526,1
0,4,2,11,2
0,1.034483,3,13.44828,1
0,2,3,9,3
0,0,2,5,2
0,0,2,2,1
0,2.264151,2,24.90566,1
0,2,1,15,1
0,5.084746,2,3.050847,1
0,3.214286,2,8.571429,1
0,1,2,4,1
0,2.033898,3,7.118644,1
0,1,2,1,1
0,1,2,4,1
0,4.067797,3,6.101695,1
0,1,2,2,1
0,2.068965,2,2.068965,3
0,1.034483,2,1.034483,3
0,0,2,1,2
0,1.090909,2,4.363636,1
0,2.222222,2,2.222222,1
113,34.66667,0,40,0
112,29.23077,0,41.53846,0
114,15.91837,0,62.44898,0
111,12.85714,0,32.85714,0
114,10.58824,0,31.76471,0
116,12.27273,0,46.36364,0
109,6.818182,0,32.72727,0
115,11.73913,0,37.82609,0
108,5.106383,0,38.29787,0
112,5.106383,0,53.61702,0
0,8.75,1,26.25,2
0,2.857143,1,21.42857,2
0,0,1,17.83784,2
0,0,2,40,3
0,3.333333,2,28.88889,2
0,5.660378,2,10.18868,3
0,4.615385,2,26.53846,2
0,4.444445,2,24.44444,2
0,3.461539,2,21.92308,2
0,7.5,2,36.42857,3